S.No,Store Name,Address,Pincode,City,State,Phone,Store Page URL
1,"Pizza Hut - Arundelpet, Guntur","Sali Pet, Arundelpet, Guntur, Andhra Pradesh, India",522002,Guntur,Andhra Pradesh,086556 89176,https://restaurants.pizzahut.co.in/pizza-hut-arundalapet-pizzerias-arundelpet-guntur-267589/Home
2,"Pizza Hut - Phoenix Mall, Guntur","Ground Floor, Phonix Mall, Srinivasarao Pet, Beside Cine Prime, Guntur, Andhra Pradesh, India",522003,Guntur,Andhra Pradesh,098993 06036,https://restaurants.pizzahut.co.in/pizza-hut-ph-phonix-mall-guntur-pizzerias-srinivasarao-pet-guntur-294182/Home
3,"Pizza Hut - SRMT Mall, Kakinada","No 4/21, 82 East, SRMT Mall & Multiplex, Pithapuram Kakinada Road, Ramanayyapeta, Near Lalitha Nagar, Kakinada, Andhra Pradesh, India",533005,Kakinada,Andhra Pradesh,098991 90331,https://restaurants.pizzahut.co.in/pizza-hut-ramanayyapeta-pizza-delivery-ramanayyapeta-kakinada-81399/Home
4,"Pizza Hut - Eluru Road, Vijaywada","Machavaram, Eluru Rd, Chuttugunta, Opposite BSNL Bhavan, Krishna, Andhra Pradesh, India",520004,Krishna,Andhra Pradesh,089290 34930,https://restaurants.pizzahut.co.in/pizza-hut-ph-eluru-road-vijayawada-pizzerias-chuttugunta-krishna-197660/Home
5,"Pizza Hut - TGV City Square Mall, Kurnool","D No 40/37M, Sy 177 & 192, 4A, TGV Mall, River View Colony, Bhagya Nagar, Kurnool, Andhra Pradesh, India",518004,Kurnool,Andhra Pradesh,089296 47617,https://restaurants.pizzahut.co.in/pizza-hut-ph-tgv-city-square-mall-kurnool-pizza-restaurant-bhagya-nagar-kurnool-110474/Home
6,"Pizza Hut - MGB Felicity Mall, Nellore","No 15 & 23, Gr Flr, MGB Felicity Mall, No FO/4 & FO/5, WN 24, GT Rd, Ambedkar Ngr, Dargamitta, Nellore, Andhra Pradesh, India",524003,Nellore,Andhra Pradesh,095820 34054,https://restaurants.pizzahut.co.in/pizza-hut-ambedkar-ngr-pizza-restaurant-ambedkar-ngr-nellore-105240/Home
7,"Pizza Hut - Minibypass, Nellore","Jitendra Towers, Minibypass, Ramamurthy Nagar, Nellore, Andhra Pradesh, India",524001,Nellore,Andhra Pradesh,098734 08784,https://restaurants.pizzahut.co.in/pizza-hut-ph-mini-bypass-nellore-pizzerias-ramamurthy-nagar-nellore-252695/Home
8,"Pizza Hut - Ravi Priya Mall, Ongole","119/1A, SN FC1, Ravi Priya Mall, Gr Flr, Guntur Road, Prakasam, Prakasam, Andhra Pradesh, India",523262,Prakasam,Andhra Pradesh,098992 40597,https://restaurants.pizzahut.co.in/pizza-hut-prakasam-pizza-delivery-prakasam-prakasam-36111/Home
9,"Pizza Hut - SS Mall, Proddatur","Ground Floor, SSS Mall, No 7/834, Korrapadu Road, YMR Colony, Proddatur, Andhra Pradesh, India",516360,Proddatur,Andhra Pradesh,089296 47573,https://restaurants.pizzahut.co.in/pizza-hut-ph-ss-mall-prodattur-pizza-restaurant-korrapadu-road-proddatur-110315/Home
10,"Pizza Hut - Gandhi Puram, Rajahmundry","House No 78/9/11/2, Gandhi Puram 3, Behind Priyanka Gardens, Rajahmundry, Andhra Pradesh, India",533103,Rajahmundry,Andhra Pradesh,086556 89175,https://restaurants.pizzahut.co.in/pizza-hut-gandhi-puram-3-pizza-restaurant-gandhi-puram-3-rajahmundry-105236/Home
11,"Pizza Hut - BypassRoad, Tirumala","D No 20/3/35B, Siva Jyoti Nagar, Tirupati, Andhra Pradesh, India",517501,Tirupati,Andhra Pradesh,086556 16150,https://restaurants.pizzahut.co.in/pizza-hut-pizza-hut-tirupathi-pizza-restaurant-siva-jyoti-nagar-tirupati-171693/Home
12,"Pizza Hut - STV Nagar, Tirupati","19/4/121/C, Ground Floor & 1st Floor, AIR Bypass Road, STV Nagar, Tirupati, Andhra Pradesh, India",517501,Tirupati,Andhra Pradesh,089296 47608,https://restaurants.pizzahut.co.in/pizza-hut-ph-stv-nagar-tirupati-pizza-restaurant-stv-nagar-tirupati-110475/Home
13,"Pizza Hut - Bhavanipuram, Vijaywada","RS No 35/1, Ground Floor, Crombway Road, Near Indian Overseas Bank, Vijayawada, Andhra Pradesh, India",520012,Vijayawada,Andhra Pradesh,086556 16125,https://restaurants.pizzahut.co.in/pizza-hut-bhavnipuram-pizzerias-crombway-road-vijayawada-197799/Home
14,"Pizza Hut - Guru Nanak Colony, Vijaywada","No 24, Gr Flr, Surya Prakash Square, Guru Nanak Colony, Guru Nanak Colony Road, Vijayawada, Andhra Pradesh, India",520002,Vijayawada,Andhra Pradesh,089296 45605,https://restaurants.pizzahut.co.in/pizza-hut-ph-guru-nanak-colony-vijayawada-pizza-restaurant-guru-nanak-colony-road-vijayawada-109540/Home
15,"Pizza Hut - Kanuru, Vijayawada","Main Road, Machilipatnam Road, Kanuru, Vijayawada, Andhra Pradesh, India",520007,Vijayawada,Andhra Pradesh,085060 99863,https://restaurants.pizzahut.co.in/pizza-hut-ph-kanuru-vijayawada-pizzerias-kanuru-vijayawada-200835/Home
16,"Pizza Hut - MG Road, Vijaywada","Lower Ground Floor, MG Road, Acharya Ranga Nagar, Benz Circle, Vijayawada, Andhra Pradesh, India",520010,Vijayawada,Andhra Pradesh,098995 67387,https://restaurants.pizzahut.co.in/pizza-hut-ph-mg-road-vijayawada-pizza-restaurant-acharya-ranga-nagar-vijayawada-136666/Home
17,"Pizza Hut - PVP Mall, Vijayawada","39 & 1, SN 3F & 1 & 3, PVP Square Mall, Level 3, MG Road, Labbipet, Vijayawada, Andhra Pradesh, India",520010,Vijayawada,Andhra Pradesh,086556 89177,https://restaurants.pizzahut.co.in/pizza-hut-labbipet-pizza-restaurant-labbipet-vijayawada-22445/Home
18,"Pizza Hut - CMR Cental, Vizag","4th Floor, CMR Central, Resapuvanipalem, Maddilapalam, Visakhapatnam, Andhra Pradesh, India",530013,Visakhapatnam,Andhra Pradesh,,https://restaurants.pizzahut.co.in/pizza-hut-maddilapalam-pizza-restaurant-maddilapalam-visakhapatnam-1174/Home
19,"Pizza Hut - CMR Mall, Vizag","CMR Mall, Exhibition Ground, GNT Road, Gajuwaka, Beside Mangalagiri Complex, Visakhapatnam, Andhra Pradesh, India",530013,Visakhapatnam,Andhra Pradesh,070650 11991,https://restaurants.pizzahut.co.in/pizza-hut-ph-cmr-mall-gajuwaka-vizag-pizza-restaurant-gajuwaka-visakhapatnam-125849/Home
20,"Pizza Hut - Duvvada, Visakhapatnam","30/77/17, Kanitha Gandhi Statue, R H Col, Vuda Col, Duvada Station Rd, Kurmannapalem, Visakhapatnam, Andhra Pradesh, India",530046,Visakhapatnam,Andhra Pradesh,085060 08594,https://restaurants.pizzahut.co.in/pizza-hut-ph-duvvada-visakhapatnam-pizzerias-kurmannapalem-visakhapatnam-235132/Home
21,"Pizza Hut - Gopalapatnam, Vizag","D No 9/45/1, Simhachalam Rd, Gopalapatnam, Simhachalam, Near HP Petrol Station, Visakhapatnam, Andhra Pradesh, India",530027,Visakhapatnam,Andhra Pradesh,084473 17337,https://restaurants.pizzahut.co.in/pizza-hut-ph-gopalapatnam-visakhapatnam-pizza-restaurant-simhachalam-visakhapatnam-129244/Home
22,"Pizza Hut - MVP Colony, Vizag","Door No 1/83/13, Plot No HIG 2/3, Peda Waltair, MVP Colony, Sector 3, Visakhapatnam, Andhra Pradesh, India",530017,Visakhapatnam,Andhra Pradesh,0891 482 4515,https://restaurants.pizzahut.co.in/pizza-hut-ph-mvp-colony-pizza-restaurant-mvp-colony-sector-3-visakhapatnam-129212/Home
23,Pizza Hut - Madhurwada Vizag,"No 3 & 4, Gr Flr, SVS Singana Plaza, Car Shed Junction, PM Palem, Visakhapatnam, Andhra Pradesh, India",530041,Visakhapatnam,Andhra Pradesh,086556 16129,https://restaurants.pizzahut.co.in/pizza-hut-ph-madhurwada-pizza-restaurant-pm-palem-visakhapatnam-121525/Home
24,"Pizza Hut - Vizag, Vishakapatnam","Door No 471023/3, Isnar, 2nd Lane, Dwaraka Nagar, Visakhapatnam, Andhra Pradesh, India",530016,Visakhapatnam,Andhra Pradesh,086556 89151,https://restaurants.pizzahut.co.in/pizza-hut-dwarka-nagar-pizza-restaurant-dwarka-nagar-visakhapatnam-1146/Home
25,"Pizza Hut - Natraj Colony, Vizianagaram","No 102 & 103, Teja Plaza, 100ft Ring Road, Dharmapuri, Vizianagaram, Andhra Pradesh, India",535002,Vizianagaram,Andhra Pradesh,086556 16733,https://restaurants.pizzahut.co.in/pizza-hut-ph-vizianagaram-pizza-restaurant-dharmapuri-vizianagaram-123957/Home
26,"Pizza Hut - Zero Point, Itanagar","Zero Point Tinali, NH 52A, Cona County, Itanagar, Arunachal Pradesh, India",791113,Itanagar,Arunachal Pradesh,089296 06755,https://restaurants.pizzahut.co.in/pizza-hut-ph-zero-points-tinali-itanagar-pizza-restaurant-cona-county-itanagar-172142/Home
27,"Pizza Hut - Junction Mall, Dibrugarh","Shop No G2 & 5, Junction Mall, RKB Path, Dibrugarh, Assam, India",786001,Dibrugarh,Assam,089290 37726,https://restaurants.pizzahut.co.in/pizza-hut-ph-junction-mall-dibrugarh-pizza-restaurant-rkb-path-dibrugarh-129399/Home
28,"Pizza Hut - City Centre Mall, Kamrup","3rd Floor, City Center Mall, SN 5 to 7, GS Road, near International Hospital, Christian Basti, Ganeshguri, Assam, India",781005,Ganeshguri,Assam,070650 11559,https://restaurants.pizzahut.co.in/pizza-hut-ganeshguri-pizza-restaurant-ganeshguri-kamrup-67061/Home
29,"Pizza Hut - Beltola Hatigaon, Guwahati","Dag No 401 & 1443, Hatigaon, Near Hotel Barak Residency, Guwahati, Assam, India",781005,Guwahati,Assam,098991 89206,https://restaurants.pizzahut.co.in/pizza-hut-hatigaon-pizza-restaurant-hatigaon-guwahati-31904/Home
30,"Pizza Hut - GS Road, Guwahati","1st Flr, Dona Planet, SN 1&2, GS Road, Guwahati, Assam, India",781005,Guwahati,Assam,1800 202 2022,https://restaurants.pizzahut.co.in/pizza-hut-gs-road-pizza-restaurant-gs-road-guwahati-12539/Home
31,"Pizza Hut - NCS Square Mall Adabari, Guwahati","Unit No 2, Food Court, NCS Square Mall, Assam Trunk Road, Adabari, Guwahati, Assam, India",781014,Guwahati,Assam,098996 05847,https://restaurants.pizzahut.co.in/pizza-hut-ph-ncs-square-mall-adabari-pizza-restaurant-adabari-guwahati-130358/Home
32,"Pizza Hut - Rehabari, Guwahati","House No 70, 1st Flr, Narayan Height, AK Azad Road, Rehabari, Guwahati, Assam, India",781008,Guwahati,Assam,093667 15528,https://restaurants.pizzahut.co.in/pizza-hut-ph-rehabari-guwahati-pizza-restaurant-rehabari-guwahati-297820/Home
33,"Pizza Hut - Roodraksh Mall, Guwahati","3rd Floor, Food Court, Roodraksh Mall, GS Road, Bhangagarh,, GS Road,Bhangagarh, Guwahati, Assam, India",781003,Guwahati,Assam,1800 202 2022,https://restaurants.pizzahut.co.in/pizza-hut-ph-roodraksh-mall-guwahati-pizza-restaurant-bhangagarh-guwahati-304308/Home
34,"Pizza Hut - Lal Ganesh, Guwahati","Lal Ganesh, Lokhra Road, Ganapati Nagar, Opposite Rolling Mill, Kamrup, Assam, India",781032,Kamrup,Assam,089290 38226,https://restaurants.pizzahut.co.in/pizza-hut-ph-lal-ganesh-guwahati-pizza-restaurant-ganapati-nagar-kamrup-127529/Home
35,Pizza Hut - Sonapur Highway,"NH 37, Sonpur, Rajpur Sonarpur, Kamarkuchi, Kamrup, Assam, India",782402,Kamrup,Assam,1800 202 2022,https://restaurants.pizzahut.co.in/pizza-hut-kamarkuchi-kamrup-in-assam-kamrup-kamarkuchi-42684/Home
36,"Pizza Hut - JD Raod, Kokrajhar","Ward No 4, H No 159, Ground Floor, J D Road, Kokrajhar, Assam, India",783370,Kokrajhar,Assam,089290 31693,https://restaurants.pizzahut.co.in/pizza-hut-ph-jd-road-kokrajhar-pizza-restaurant-j-d-road-kokrajhar-313293/Home
37,"Pizza Hut - Itachali, Nagaon","Dag No 437 & 941, Ground & 1st Floor, PP No 642, Kisam Town, AT Road, Norton, Nagaon, Assam, India",782003,Nagaon,Assam,089290 34286,https://restaurants.pizzahut.co.in/pizza-hut-ph-itachali-nagaon-pizzerias-norton-nagaon-294179/Home
38,"Pizza Hut - Goldighi Mall, Silchar","T39, 3rd Floor, Goldighi Mall, Central Road, Janiganj Bazar, Kanakpur, Silchar, Assam, India",788001,Silchar,Assam,070650 11170,https://restaurants.pizzahut.co.in/pizza-hut-kanakpur-pizza-restaurant-kanakpur-silchar-1335/Home
39,"Pizza Hut - KRC Plaza, Tezpur","KRC Plaza, Tezpur Main Rd,Kacharigaon,Mahabhairab, Sonitpur, Assam, India",784001,Sonitpur,Assam,084473 18368,https://restaurants.pizzahut.co.in/pizza-hut-ph-krc-plaza-tezpur-pizzerias-mahabhairab-sonitpur-127862/Home
40,"Pizza Hut - Devipukhri Road, Tinsukia","S No G167, Ground Floor, Prithvi Tower, Devi Pokhari Road, Opposite MB's Sweet & Snacks, Tinsukia, Assam, India",786125,Tinsukia,Assam,084470 84217,https://restaurants.pizzahut.co.in/pizza-hut-ph-tinsukhia-assam-pizza-restaurant-devi-pokhari-road-tinsukia-132999/Home
41,"Pizza Hut - Tikamajhi, Bhagalpur","Rajbir Tower, RBSS Road, Tilkamanjhi Chowk, Bhagalpur, Bihar, India",812001,Bhagalpur,Bihar,099992 95027,https://restaurants.pizzahut.co.in/pizza-hut-bhagalpur-pizza-restaurant-bhagalpur-bhagalpur-1304/Home
42,"Pizza Hut - Icon Plaza Mall, Muzaffarpur","Icon Plaza Mall, Shop No GF-17, Nh-28, near Ideal Petrol Pump, Shrirampuri, Bhagwanpur, Muzaffarpur, Bihar, India",842001,"Bhagwanpur, Muzaffarpur",Bihar,078350 47255,https://restaurants.pizzahut.co.in/pizza-hut-icon-plaza-mall-muzaffarpur-in-bihar-muzaffarpur-bhagwanpur-58849/Home
43,"Pizza Hut - Patel Nagar, Bhaisasur",,803101,Bihar Sharif,Bihar,,https://restaurants.pizzahut.co.in/pizza-hut-patel-nagar-bhaisasur-in-bihar-bihar-sharif-bhaisasur-42698/Home
44,"Pizza Hut - Mithanpur Chowk, Muzaffarpur","Ground Floor, Yamuna Complex, Mithanpura Chowk, New Colony, Near Mithanpura Chowk, Muzaffarpur, Bihar, India",842001,Muzaffarpur,Bihar,085279 77551,https://restaurants.pizzahut.co.in/pizza-hut-new-colony-pizza-restaurant-new-colony-muzaffarpur-1306/Home
45,"Pizza Hut - Ambuja Mall, Patna","3rd Flr, Ambuja City Centre Mall, Christian Colony, Chajju Bagh, Patna, Bihar, India",800001,Patna,Bihar,085279 77664,https://restaurants.pizzahut.co.in/pizza-hut-ph-ambuja-city-centre-mall-patna-pizza-restaurant-chajju-bagh-patna-172141/Home
46,"Pizza Hut - Anishabad, Patna","Basement, Mausam Vibhag, Bhartiya Cplx, Mitramandal Colony Rd, Anishabad, Opposite Metrological Department, Patna, Bihar, India",800002,Patna,Bihar,089290 34473,https://restaurants.pizzahut.co.in/pizza-hut-anishabad-patna-pizza-restaurant-anishabad-patna-301876/Home
47,"Pizza Hut - Gola Road, Patna","Belle Matrix Saloon, Bailey Road, Gola Road, Danapur, Opposite Ratan Sharda Complex, Patna, Bihar, India",801503,Patna,Bihar,070650 13143,https://restaurants.pizzahut.co.in/pizza-hut-ph-gola-road-patna-pizza-restaurant-danapur-patna-139621/Home
48,"Pizza Hut - Kankarbagh, Patna","No A209, PC Colony, RBI Flats Colony, Kankarbagh, Opposite Medanta Hospital, Patna, Bihar, India",800020,Patna,Bihar,089290 33959,https://restaurants.pizzahut.co.in/pizza-hut-ph-kankarbagh-patna-pizzerias-kankarbagh-patna-274306/Home
49,"Pizza Hut - Rajinder Nagar, Patna","Sri Ram Enclave, Arya Kumar Road,Block B,Rajinder Nagar, Next to HDFC Bank, Patna, Bihar, India",800016,Patna,Bihar,089290 25061,https://restaurants.pizzahut.co.in/pizza-hut-rajinder-nagar-pizza-restaurant-rajinder-nagar-patna-1307/Home
50,"Pizza Hut - Sahdeo Mahto Marg, Patna","No B8, Children's Park Road, Sri Krishna Puri, Patna, Bihar, India",800001,Patna,Bihar,070650 12900,https://restaurants.pizzahut.co.in/pizza-hut-ph-sri-krishna-puri-patna-pizza-restaurant-sri-krishna-puri-patna-130402/Home
51,"Pizza Hut - Navratan Hata, Purnia","Ford Company Chowk, NH 31, Navratan Hata, Near City Kart Mall, Purnia, Bihar, India",854302,Purnia,Bihar,089290 37579,https://restaurants.pizzahut.co.in/pizza-hut-ph-navratan-hata-purnia-pizza-restaurant-navratan-hata-purnia-123738/Home
52,"Pizza Hut - Sector 26, Chandigarh","SCO 41, Ground Floor, Madhya Marg, Sector 26, Chandigarh, Chandigarh, India",160019,Chandigarh,Chandigarh,084473 17397,https://restaurants.pizzahut.co.in/pizza-hut-ph-sector-26-chandigarh-pizza-restaurant-sector-26-chandigarh-129371/Home
53,"Pizza Hut - Sector 35, Chandigarh","SCO 459 & 460, Sector 35C, Chandigarh, Chandigarh, India",160022,Chandigarh,Chandigarh,098993 09323,https://restaurants.pizzahut.co.in/pizza-hut-ph-sector-35c-chandigarh-pizza-restaurant-sector-35c-chandigarh-299195/Home
54,"Pizza Hut - Sector 40, Chandigarh","SCO 86, Basement & Ground Floor, Sector 40C, Chandigarh, Chandigarh, India",160036,Chandigarh,Chandigarh,099992 95172,https://restaurants.pizzahut.co.in/pizza-hut-sector-40c-pizza-restaurant-sector-40c-chandigarh-105724/Home
55,"Pizza Hut - Surya Treasure Island Mall, Bhilai","UGF, Surya Treasure Island, Surya Vihar, Bhilai, Chhattisgarh, India",490020,Bhilai,Chhattisgarh,0788 490 0200,https://restaurants.pizzahut.co.in/pizza-hut-surya-vihar-pizza-restaurant-surya-vihar-bhilai-1287/Home
56,"Pizza Hut - Magento Mall, Bilaspur","2nd Floor, Food Court, Rama Magneto Mall, Talapara, Bilaspur, Chhattisgarh, India",495004,Bilaspur,Chhattisgarh,077524 20225,https://restaurants.pizzahut.co.in/pizza-hut-talapara-pizza-delivery-talapara-bilaspur-1288/Home
57,"Pizza Hut - Phase 2, Bilaspur",,495001,Bilaspur,Chhattisgarh,,https://restaurants.pizzahut.co.in/pizza-hut-phase-2-bilaspur-in-chhattisgarh-bilaspur-phase-2-28710/Home
58,"Pizza Hut - Adarsh Nagar, Durg","Khasra No 139/27, Omisha's Sanctum, Main Road, Adarsh Nagar, Near Maharaja Chowk, Durg, Chhattisgarh, India",491001,Durg,Chhattisgarh,086556 15994,https://restaurants.pizzahut.co.in/pizza-hut-ph-durg-pizzerias-adarsh-nagar-durg-184670/Home
59,"Pizza Hut - Ambhuja Mall, Raipur","C132/133, 1st Floor, Ambuja City Centre, Main Vidhan Sabha Road, Mowa, Raipur, Chhattisgarh, India",492007,Raipur,Chhattisgarh,098731 44318,https://restaurants.pizzahut.co.in/pizza-hut-ph-ambuja-city-center-raipur-pizza-restaurant-mowa-raipur-135515/Home
60,"Pizza Hut - City Centre Mall, Raipur","Counter No 3 & 4, City Centre Mall, Pandri, Devendra Nagar, Near Mahalakshmi Market, Raipur, Chhattisgarh, India",492001,Raipur,Chhattisgarh,089291 04451,https://restaurants.pizzahut.co.in/pizza-hut-ph-city-center-mall-raipur-pizza-restaurant-devendra-nagar-raipur-305341/Home
61,"Pizza Hut - GE Road, Raipur","Plot No 27, Ground Floor, GE Road, Raipur, Chhattisgarh, India",492010,Raipur,Chhattisgarh,086556 15993,https://restaurants.pizzahut.co.in/pizza-hut-ph-ge-road-pizza-restaurant-ge-road-raipur-129366/Home
62,"Pizza Hut - Jivan Vihar, Raipur","Shop No S2, 2nd Floor, Magento Mall, Jivan Vihar, Raipur, Chhattisgarh, India",492001,Raipur,Chhattisgarh,086552 32807,https://restaurants.pizzahut.co.in/pizza-hut-ph-magneto-pizzerias-jivan-vihar-raipur-269252/Home
63,"Pizza Hut - Telibanda, Raipur","Jal Vihar Colony, Marine Drive, Lake Front, Telibanda, Infront of Maruti Driving School, Raipur, Chhattisgarh, India",492001,Raipur,Chhattisgarh,086556 15995,https://restaurants.pizzahut.co.in/pizza-hut-ph-lake-front-pizzerias-telibanda-raipur-187510/Home
64,"Pizza Hut - Dilip Nagar, Daman","Ground Floor, Dilip Nagar, Teen Batti, Nani Daman, Daman, Dadra And Nagar Haveli And Daman And Diu, India",396210,Daman,Dadra and Nagar Haveli and Daman and Diu,089290 31604,https://restaurants.pizzahut.co.in/pizza-hut-ph-dilip-nagar-daman-pizza-restaurant-nani-daman-daman-305343/Home
65,"Pizza Hut - Adarsh Nagar, Delhi","No B 45, Rajan Babu Road, Adarsh Nagar, New Delhi, Delhi, India",110033,New Delhi,Delhi,070422 54430,https://restaurants.pizzahut.co.in/pizza-hut-ph-adarsh-nagar-delhi-pizza-restaurant-adarsh-nagar-new-delhi-146777/Home
66,"Pizza Hut - Aerocity, Delhi","No 11, 2nd Floor, Food Court, Aerocity, World Mark 1, IGI Airport, New Delhi, Delhi, India",110037,New Delhi,Delhi,011 4605 7807,https://restaurants.pizzahut.co.in/pizza-hut-igi-airport-pizza-restaurant-igi-airport-new-delhi-4088/Home
67,"Pizza Hut - CR Park, Delhi","L 15, CR Park Main Road, Kalkaji, New Delhi, Delhi, India",110019,New Delhi,Delhi,085888 04167,https://restaurants.pizzahut.co.in/pizza-hut-kalkaji-pizza-delivery-kalkaji-new-delhi-23936/Home
68,"Pizza Hut - Cargo Hub Delhi Airport, Delhi","Shop No 7, Public Amenities Complex, International Cargo Airport T2 Road, Near Gate No 5, New Delhi, Delhi, India",110037,New Delhi,Delhi,089290 34371,https://restaurants.pizzahut.co.in/pizza-hut-ph-t2-cargo-airport-delhi-pizza-restaurant-international-cargo-airport-t2-road-new-delhi-305354/Home
69,"Pizza Hut - Cross River Mall, Delhi","Unit No G09, Cross River Mall, Vishwas Nagar Extension, Shahdara, New Delhi, Delhi, India",110032,New Delhi,Delhi,098996 13932,https://restaurants.pizzahut.co.in/pizza-hut-ph-cross-river-mall-shahdara-pizza-restaurant-shahdara-new-delhi-136287/Home
70,"Pizza Hut - D Mall Rohini, Delhi","G 9, 10, 1/B5, D Mall, District Centre, Rohini, Sector 10, New Delhi, Delhi, India",110085,New Delhi,Delhi,070650 00985,https://restaurants.pizzahut.co.in/pizza-hut-rohini-sector-10-pizza-restaurant-rohini-sector-10-new-delhi-24824/Home
71,"Pizza Hut - DLF South Square Mall Sarojini Nagar, Delhi","S No 39, Gr Flr, DLF South Square Mall, Lane H, Block G, Sarojini Nagar, New Delhi, Delhi, India",110023,New Delhi,Delhi,089290 33948,https://restaurants.pizzahut.co.in/pizza-hut-ph-south-square-mall-sn-market-pizzerias-sarojini-nagar-new-delhi-289474/Home
72,"Pizza Hut - Devika Sadar Bazar, Delhi","Old Tanga Stand, Devika Sadar Bazar, New Delhi, Delhi, India",110006,New Delhi,Delhi,098993 02573,https://restaurants.pizzahut.co.in/pizza-hut-ph-devika-sadar-bazar-delhi-pizza-restaurant-devika-sadar-bazar-new-delhi-304310/Home
73,"Pizza Hut - Devli Road, Delhi","No D139, Devli Road, Krishna Nagar, New Delhi, Delhi, India",110044,New Delhi,Delhi,097116 09267,https://restaurants.pizzahut.co.in/pizza-hut-ph-devli-road-new-delhi-pizzerias-krishna-nagar-new-delhi-189477/Home
74,"Pizza Hut - Durgapuri, Delhi","No C543, Main 100 Feet Rd, Chhajjupur, Babarpur, Durgapuri, Shahadra, New Delhi, Delhi, India",110032,New Delhi,Delhi,085888 72014,https://restaurants.pizzahut.co.in/pizza-hut-ph-durgapuri-shahdara-pizza-restaurant-shahadra-new-delhi-178188/Home
75,"Pizza Hut - Dwarka Mor, Delhi","Mohan Bhagwati Complex, Plot No 6 & 7, Uttam Nagar, New Delhi, Delhi, India",110059,New Delhi,Delhi,098993 19671,https://restaurants.pizzahut.co.in/pizza-hut-uttam-nagar-pizza-restaurant-uttam-nagar-new-delhi-1421/Home
76,"Pizza Hut - Dwarka Sector 21, New Delhi","SH/2F/14, 2nd Floor, Pacific D21 Mall, Sector 21, Dwarka, New Delhi, Delhi, India",110077,New Delhi,Delhi,076694 00323,https://restaurants.pizzahut.co.in/pizza-hut-dwarka-sector-21-new-delhi-in-delhi-new-delhi-dwarka-94838/Home
77,Pizza Hut - Epicah Mall,,110015,New Delhi,Delhi,,https://restaurants.pizzahut.co.in/pizza-hut-kirti-nagar-new-delhi-in-delhi-new-delhi-kirti-nagar-33367/Home
